id	label	type
N3289	bullshit	syntactic
N3289	bullshit	translation
N3290	spiral	semantic
N3290	spiral	translation
N3291	rose	semantic
N3291	rose	syntactic
N3291	rose	translation
N3292	brainstorm	semantic
N3292	brainstorm	syntactic
N3292	brainstorm	translation
N3293	bleed	semantic
N3293	bleed	syntactic
N3293	bleed	translation
N3294	soccer	semantic
N3294	soccer	syntactic
N3294	soccer	translation
N3295	there	semantic
N3295	there	syntactic
N3295	there	translation
N3296	pumpkin	semantic
N3296	pumpkin	syntactic
N3296	pumpkin	translation
N3297	client	semantic
N3297	client	syntactic
N3297	client	translation
N3298	shelf	semantic
N3298	shelf	syntactic
N3298	shelf	translation
N3299	carousel	semantic
N3299	carousel	syntactic
N3299	carousel	translation
N3300	emphasis	semantic
N3300	emphasis	syntactic
N3300	emphasis	translation
N3301	city	semantic
N3301	city	syntactic
N3301	city	translation
N3301	city	systematicity
N3302	platform	semantic
N3302	platform	syntactic
N3302	platform	translation
N3303	to	semantic
N3303	to	syntactic
N3303	to	translation
N3304	role	semantic
N3304	role	syntactic
N3304	role	translation
N3305	expect	semantic
N3305	expect	syntactic
N3305	expect	translation
N3306	massage	semantic
N3306	massage	syntactic
N3306	massage	translation
N3307	martini	semantic
N3307	martini	translation
N3308	bloom	semantic
N3308	bloom	syntactic
N3308	bloom	translation
N3309	fins	semantic
N3309	fins	syntactic
N3309	fins	translation
N3310	locker	semantic
N3310	locker	syntactic
N3310	locker	translation
N3310	locker	systematicity
N3311	over	semantic
N3311	over	syntactic
N3311	over	translation
N3312	tiny	semantic
N3312	tiny	syntactic
N3312	tiny	translation
N3312	tiny	systematicity
N3313	athlete	semantic
N3313	athlete	syntactic
N3313	athlete	translation
N3314	heap	translation
N3314	heap	semantic
N3314	heap	syntactic
N3315	good	semantic
N3315	good	syntactic
N3315	good	translation
N3316	maple	semantic
N3316	maple	syntactic
N3316	maple	translation
N3317	suck	semantic
N3317	suck	syntactic
N3317	suck	translation
N3318	archeology	semantic
N3318	archeology	syntactic
N3318	archeology	translation
N3319	best	translation
N3319	best	semantic
N3319	best	syntactic
N3320	february	semantic
N3320	february	syntactic
N3320	february	translation
N3321	sweep	semantic
N3321	sweep	syntactic
N3321	sweep	translation
N3322	canoe	semantic
N3322	canoe	syntactic
N3322	canoe	translation
N3323	turban	semantic
N3323	turban	syntactic
N3323	turban	translation
N3324	inattentive	semantic
N3324	inattentive	translation
N3325	hamster	semantic
N3325	hamster	syntactic
N3325	hamster	translation
N3326	wring	semantic
N3326	wring	syntactic
N3326	wring	translation
N3327	mine	semantic
N3327	mine	syntactic
N3327	mine	translation
N3328	mouth	phonological
N3328	mouth	semantic
N3328	mouth	syntactic
N3328	mouth	translation
N3329	battery	semantic
N3329	battery	syntactic
N3329	battery	translation
N3330	penny	semantic
N3330	penny	syntactic
N3330	penny	translation
N3331	immerse	semantic
N3331	immerse	syntactic
N3331	immerse	translation
N3332	scratch	semantic
N3332	scratch	syntactic
N3332	scratch	translation
N3333	mock	semantic
N3333	mock	translation
N3333	mock	syntactic
N3334	brush	semantic
N3334	brush	syntactic
N3334	brush	translation
N3335	gotcha	semantic
N3335	gotcha	syntactic
N3335	gotcha	translation
N3336	rollerblading	semantic
N3336	rollerblading	syntactic
N3336	rollerblading	translation
N3337	spinach	semantic
N3337	spinach	translation
N3338	agreement	semantic
N3338	agreement	syntactic
N3338	agreement	translation
N3339	french	semantic
N3339	french	syntactic
N3339	french	translation
N3340	telephone	semantic
N3340	telephone	syntactic
N3340	telephone	translation
N3341	much	semantic
N3341	much	syntactic
N3341	much	translation
N3342	beanie	semantic
N3342	beanie	syntactic
N3342	beanie	translation
N3343	me	semantic
N3343	me	syntactic
N3343	me	translation
N3344	hippopotamus	semantic
N3344	hippopotamus	translation
N3345	recording	semantic
N3345	recording	syntactic
N3345	recording	translation
N3346	hippo	semantic
N3346	hippo	syntactic
N3346	hippo	translation
N3346	hippo	systematicity
N3347	week	semantic
N3347	week	syntactic
N3347	week	translation
N3348	delegate	semantic
N3348	delegate	syntactic
N3348	delegate	translation
N3349	carve	semantic
N3349	carve	syntactic
N3349	carve	translation
N3349	carve	systematicity
N3350	tractor	semantic
N3350	tractor	syntactic
N3350	tractor	translation
N3351	bathtub	semantic
N3351	bathtub	syntactic
N3351	bathtub	translation
N3351	bathtub	systematicity
N3352	dryer	semantic
N3352	dryer	syntactic
N3352	dryer	translation
N3353	brainwash	semantic
N3353	brainwash	syntactic
N3353	brainwash	translation
N3354	transmission	semantic
N3354	transmission	translation
N3355	fit	semantic
N3355	fit	syntactic
N3355	fit	translation
N3356	ruler	semantic
N3356	ruler	syntactic
N3356	ruler	translation
N3357	pen	semantic
N3357	pen	syntactic
N3357	pen	translation
N3358	gesture	semantic
N3358	gesture	syntactic
N3358	gesture	translation
N3359	month	semantic
N3359	month	syntactic
N3359	month	translation
N3360	jar	semantic
N3360	jar	syntactic
N3360	jar	translation
N3361	unaware	semantic
N3361	unaware	syntactic
N3361	unaware	translation
N3362	dart	semantic
N3362	dart	syntactic
N3362	dart	translation
N3363	example	semantic
N3363	example	syntactic
N3363	example	translation
N3364	suit	semantic
N3364	suit	syntactic
N3364	suit	translation
N3365	sneakers	semantic
N3365	sneakers	translation
N3366	scissors	semantic
N3366	scissors	translation
N3366	scissors	syntactic
N3367	protection	semantic
N3367	protection	syntactic
N3367	protection	translation
N3368	france	semantic
N3368	france	syntactic
N3368	france	translation
N3369	cranky	semantic
N3369	cranky	syntactic
N3369	cranky	translation
N3370	dog	semantic
N3370	dog	translation
N3370	dog	syntactic
N3370	dog	systematicity
N3371	italy	semantic
N3371	italy	syntactic
N3371	italy	translation
N3372	casual	semantic
N3372	casual	syntactic
N3372	casual	translation
N3373	glow	semantic
N3373	glow	syntactic
N3373	glow	translation
N3374	mime	semantic
N3374	mime	syntactic
N3374	mime	translation
N3375	backyard	semantic
N3375	backyard	syntactic
N3375	backyard	translation
N3376	award	semantic
N3376	award	syntactic
N3376	award	translation
N3376	award	systematicity
N3377	cards	semantic
N3377	cards	syntactic
N3377	cards	translation
N3378	depth	semantic
N3378	depth	syntactic
N3378	depth	translation
N3379	mailman	semantic
N3379	mailman	syntactic
N3379	mailman	translation
N3380	ok	semantic
N3380	ok	syntactic
N3380	ok	translation
N3381	sports	semantic
N3381	sports	syntactic
N3381	sports	translation
N3382	assembly	semantic
N3382	assembly	syntactic
N3382	assembly	translation
N3383	assistant	semantic
N3383	assistant	syntactic
N3383	assistant	translation
N3384	point	semantic
N3384	point	translation
N3384	point	syntactic
N3385	load	semantic
N3385	load	syntactic
N3385	load	translation
N3385	load	systematicity
N3386	alright	semantic
N3386	alright	syntactic
N3386	alright	translation
N3387	abbreviate	semantic
N3387	abbreviate	syntactic
N3387	abbreviate	translation
N3388	carry	translation
N3388	carry	semantic
N3388	carry	syntactic
N3389	bachelor	translation
N3389	bachelor	semantic
N3389	bachelor	syntactic
N3390	explode	semantic
N3390	explode	syntactic
N3390	explode	translation
N3390	explode	systematicity
N3391	movies	semantic
N3391	movies	syntactic
N3392	shooting	semantic
N3392	shooting	syntactic
N3392	shooting	translation
N3393	underwear	semantic
N3393	underwear	syntactic
N3393	underwear	translation
N3393	underwear	systematicity
N3394	transgender	semantic
N3394	transgender	syntactic
N3394	transgender	translation
N3395	incredible	semantic
N3395	incredible	syntactic
N3395	incredible	translation
N3396	hood	semantic
N3396	hood	translation
N3396	hood	syntactic
N3397	well	semantic
N3397	well	syntactic
N3397	well	translation
N3398	whatever	semantic
N3398	whatever	syntactic
N3398	whatever	translation
N3399	inch	semantic
N3399	inch	syntactic
N3399	inch	translation
N3400	windmill	semantic
N3400	windmill	syntactic
N3400	windmill	translation
N3400	windmill	systematicity
N3401	braille	semantic
N3401	braille	syntactic
N3401	braille	translation
N3402	haha	semantic
N3402	haha	syntactic
N3402	haha	translation
N3403	pool	semantic
N3403	pool	syntactic
N3403	pool	translation
N3404	counselor	semantic
N3404	counselor	syntactic
N3404	counselor	translation
N3405	clothes	semantic
N3405	clothes	syntactic
N3405	clothes	translation
N3406	loyal	semantic
N3406	loyal	syntactic
N3406	loyal	translation
N3407	diversity	semantic
N3407	diversity	translation
N3408	chimney	semantic
N3408	chimney	syntactic
N3408	chimney	translation
N3409	age	semantic
N3409	age	syntactic
N3409	age	translation
N3410	tire	semantic
N3410	tire	translation
N3411	garage	semantic
N3411	garage	syntactic
N3411	garage	translation
N3412	scan	semantic
N3412	scan	translation
N3412	scan	syntactic
N3413	design	semantic
N3413	design	syntactic
N3413	design	translation
N3414	while	semantic
N3414	while	syntactic
N3414	while	translation
N3415	dumbfounded	semantic
N3415	dumbfounded	translation
N3416	tram	semantic
N3416	tram	translation
N3417	birth	semantic
N3417	birth	syntactic
N3417	birth	translation
N3418	criticize	semantic
N3418	criticize	syntactic
N3419	figure	semantic
N3419	figure	syntactic
N3419	figure	translation
N3420	metaphor	semantic
N3420	metaphor	syntactic
N3420	metaphor	translation
N3421	deliberate	semantic
N3421	deliberate	syntactic
N3421	deliberate	translation
N3422	until	semantic
N3422	until	syntactic
N3422	until	translation
N3423	blur	semantic
N3423	blur	syntactic
N3423	blur	translation
N3424	intentional	semantic
N3424	intentional	syntactic
N3424	intentional	translation
N3425	wardrobe	semantic
N3425	wardrobe	translation
N3426	humor	semantic
N3426	humor	syntactic
N3426	humor	translation
N3427	curl	semantic
N3427	curl	syntactic
N3427	curl	translation
N3427	curl	systematicity
N3428	blink	semantic
N3428	blink	syntactic
N3428	blink	translation
N3429	hummingbird	semantic
N3429	hummingbird	syntactic
N3429	hummingbird	translation
N3429	hummingbird	systematicity
N3430	lips	semantic
N3430	lips	syntactic
N3430	lips	translation
N3431	no	other
N3431	no	semantic
N3431	no	syntactic
N3431	no	translation
N3432	grieve	semantic
N3432	grieve	syntactic
N3432	grieve	translation
N3433	wise	semantic
N3433	wise	syntactic
N3433	wise	translation
N3434	corkscrew	semantic
N3434	corkscrew	syntactic
N3434	corkscrew	translation
N3434	corkscrew	systematicity
N3435	spain	semantic
N3435	spain	syntactic
N3435	spain	translation
N3436	slingshot	semantic
N3436	slingshot	syntactic
N3436	slingshot	translation
N3437	attention	semantic
N3437	attention	syntactic
N3437	attention	translation
N3438	fake	semantic
N3438	fake	syntactic
N3438	fake	translation
N3439	shiny	semantic
N3439	shiny	syntactic
N3439	shiny	translation
N3440	stethoscope	semantic
N3440	stethoscope	syntactic
N3440	stethoscope	translation
N3440	stethoscope	systematicity
N3441	videocamera	semantic
N3441	videocamera	syntactic
N3441	videocamera	translation
N3442	student	semantic
N3442	student	translation
N3442	student	syntactic
N3443	celery	semantic
N3443	celery	syntactic
N3443	celery	translation
N3444	enemy	semantic
N3444	enemy	syntactic
N3444	enemy	translation
N3445	faint	semantic
N3445	faint	syntactic
N3445	faint	translation
N3446	or	semantic
N3446	or	syntactic
N3446	or	translation
N3447	credit	semantic
N3447	credit	translation
N3448	lesson	semantic
N3448	lesson	syntactic
N3448	lesson	translation
N3449	timeout	semantic
N3449	timeout	syntactic
N3449	timeout	translation
N3449	timeout	systematicity
N3450	concerned	semantic
N3450	concerned	syntactic
N3450	concerned	translation
N3451	march	semantic
N3451	march	syntactic
N3451	march	translation
N3452	inhale	semantic
N3452	inhale	syntactic
N3452	inhale	translation
N3453	braid	semantic
N3453	braid	translation
N3454	raisin	semantic
N3454	raisin	syntactic
N3454	raisin	translation
N3455	lighter	semantic
N3455	lighter	syntactic
N3455	lighter	translation
N3456	quality	semantic
N3456	quality	syntactic
N3456	quality	translation
N3457	addict	semantic
N3457	addict	syntactic
N3457	addict	translation
N3458	windy	semantic
N3458	windy	syntactic
N3458	windy	translation
N3459	oppress	semantic
N3459	oppress	translation
N3460	away	phonological
N3460	away	semantic
N3460	away	syntactic
N3460	away	translation
N3461	caption	semantic
N3461	caption	syntactic
N3461	caption	translation
N3462	box	semantic
N3462	box	syntactic
N3462	box	translation
N3463	disrupt	semantic
N3463	disrupt	syntactic
N3463	disrupt	translation
N3464	noose	semantic
N3464	noose	syntactic
N3464	noose	translation
N3465	planet	translation
N3465	planet	semantic
N3465	planet	syntactic
N3466	bring	translation
N3466	bring	semantic
N3466	bring	syntactic
N3467	thunder	semantic
N3467	thunder	syntactic
N3467	thunder	translation
N3468	believe	semantic
N3468	believe	syntactic
N3468	believe	translation
N3469	film	semantic
N3469	film	syntactic
N3469	film	translation
N3470	emperor	semantic
N3470	emperor	syntactic
N3470	emperor	translation
N3471	chop	semantic
N3471	chop	translation
N3471	chop	syntactic
N3472	cloud	translation
N3472	cloud	semantic
N3472	cloud	systematicity
N3473	bib	semantic
N3473	bib	syntactic
N3473	bib	translation
N3474	renovation	semantic
N3474	renovation	translation
N3475	needle	semantic
N3475	needle	translation
N3475	needle	syntactic
N3476	filter	semantic
N3476	filter	syntactic
N3476	filter	translation
N3477	offend	semantic
N3477	offend	syntactic
N3477	offend	translation
N3478	listen	semantic
N3478	listen	syntactic
N3478	listen	translation
N3478	listen	systematicity
N3479	caught	semantic
N3479	caught	syntactic
N3479	caught	translation
N3480	temporary	semantic
N3480	temporary	syntactic
N3480	temporary	translation
N3481	stumble	semantic
N3481	stumble	syntactic
N3481	stumble	translation
N3482	relief	semantic
N3482	relief	syntactic
N3482	relief	translation
N3483	tissue	semantic
N3483	tissue	syntactic
N3483	tissue	translation
N3484	without	semantic
N3484	without	syntactic
N3484	without	translation
N3485	roll	semantic
N3485	roll	syntactic
N3485	roll	translation
N3486	steak	semantic
N3486	steak	syntactic
N3486	steak	translation
N3487	lawyer	semantic
N3487	lawyer	syntactic
N3487	lawyer	translation
N3488	stadium	semantic
N3488	stadium	syntactic
N3488	stadium	translation
N3489	handcuffs	semantic
N3489	handcuffs	syntactic
N3489	handcuffs	translation
N3490	cracker	semantic
N3490	cracker	syntactic
N3490	cracker	translation
N3490	cracker	systematicity
N3491	earthquake	translation
N3491	earthquake	semantic
N3491	earthquake	syntactic
N3492	dissolve	semantic
N3492	dissolve	syntactic
N3492	dissolve	translation
N3493	grasp	semantic
N3493	grasp	syntactic
N3493	grasp	translation
N3494	frequently	semantic
N3494	frequently	translation
N3495	influence	semantic
N3495	influence	syntactic
N3495	influence	translation
N3496	fire	translation
N3496	fire	semantic
N3496	fire	syntactic
N3497	prayer	semantic
N3497	prayer	syntactic
N3497	prayer	translation
N3498	island	semantic
N3498	island	translation
N3498	island	syntactic
N3499	fair	semantic
N3499	fair	syntactic
N3499	fair	translation
N3500	whole	semantic
N3500	whole	syntactic
N3500	whole	translation
N3501	surfing	semantic
N3501	surfing	translation
N3502	sculpture	semantic
N3502	sculpture	syntactic
N3502	sculpture	translation
N3503	organize	semantic
N3503	organize	translation
N3504	click	semantic
N3504	click	syntactic
N3504	click	translation
N3505	shucks	semantic
N3505	shucks	translation
N3506	shortly	semantic
N3506	shortly	translation
N3507	persistent	semantic
N3507	persistent	syntactic
N3507	persistent	translation
N3508	pair	semantic
N3508	pair	syntactic
N3508	pair	translation
N3509	earn	translation
N3509	earn	semantic
N3509	earn	syntactic
N3510	april	semantic
N3510	april	syntactic
N3510	april	translation
N3511	alphabet	semantic
N3511	alphabet	syntactic
N3511	alphabet	translation
N3512	shocked	semantic
N3512	shocked	syntactic
N3512	shocked	translation
N3513	sunbathe	semantic
N3513	sunbathe	syntactic
N3513	sunbathe	translation
N3513	sunbathe	systematicity
N3514	barrette	semantic
N3514	barrette	syntactic
N3514	barrette	translation
N3515	bus	semantic
N3515	bus	translation
N3515	bus	syntactic
N3516	chair	semantic
N3516	chair	translation
N3516	chair	syntactic
N3517	will	semantic
N3517	will	syntactic
N3517	will	translation
N3518	glove	semantic
N3518	glove	syntactic
